name,address,phone,website,rating,reviews_count,category,hours,price_range,google_maps_url,search_query,scraped_at,latitude,longitude
Oye Kake," Restaurant 2 & 3 First Floor, Bombay Hub Z - Wing Kamala City, Senapati Bapat Marg, Lower Parel, Mumbai, Maharashtra 400013",096190 03333,http://www.oyekake.in/,4.3,3517,North Indian restaurant,,·₹₹,https://www.google.com/maps/place/Oye+Kake/data=!4m7!3m6!1s0x3be7ce94974078e3:0xf6eee09245bb89a6!8m2!3d19.0025195!4d72.8294027!16s%2Fg%2F11clyt52f8!19sChIJ43hAl5TO5zsRpom7RZLg7vY?authuser=0&hl=en&rclk=1,restaurants in Mumbai,2025-06-27T01:50:44.889060,19.0025195,72.8294027
Lotus Cafe," JW Marriott, Jw Marriott Mumbai Juhu, Juhu Tara Rd, Juhu Tara, Juhu, Mumbai, Maharashtra 400049",022 6693 3344,https://www.marriott.com/hotels/hotel-information/restaurant/bomjw-jw-marriott-mumbai-juhu/,4.7,578,Cafe,,"·₹2,000+",https://www.google.com/maps/place/Lotus+Cafe/data=!4m7!3m6!1s0x3be7c936896f55bd:0xf340c3b4e1d806f1!8m2!3d19.102037!4d72.825914!16s%2Fg%2F11jqbl9yl9!19sChIJvVVviTbJ5zsR8QbY4bTDQPM?authuser=0&hl=en&rclk=1,restaurants in Mumbai,2025-06-27T01:52:51.692512,19.102037,72.825914
FAMOUS Restaurant," Asvat Mansion, Mohammed Ali Rd, opp. Minara Masjid, ModernSweets, Mandvi, Mumbai, Maharashtra 400003",075068 27777,https://www.swiggy.com/city/mumbai/famous-restaurant-chowpatty-chowpatty-fort-rest1076802?utm_source=GooglePlaceOrder&utm_campaign=GoogleMap&is_retargeting=true&media_source=GooglePlaceOrder,4.2,3546,Family restaurant,,,https://www.google.com/maps/place/FAMOUS+Restaurant/data=!4m7!3m6!1s0x3be7cf1d537fe0eb:0xb956365b10e41bff!8m2!3d18.9548553!4d72.8333297!16s%2Fg%2F11mprqcvmb!19sChIJ6-B_Ux3P5zsR_xvkEFs2Vrk?authuser=0&hl=en&rclk=1,restaurants in Mumbai,2025-06-27T01:52:58.360161,18.9548553,72.8333297
By The Mekong," The Penthouse Level 37 at The St. Regis, 462, Senapati Bapat Marg, next to Phoenix Palladium, Lower Parel, Mumbai, Maharashtra 400013",022 6162 8070,https://www.marriott.com/en-us/hotels/bomxr-the-st-regis-mumbai/dining/,4.7,687,Southeast Asian restaurant,,·₹₹₹₹,https://www.google.com/maps/place/By+The+Mekong/data=!4m7!3m6!1s0x3be7ce8c76b9c08d:0x3d7c6c4caf46411e!8m2!3d18.9940532!4d72.8241298!16s%2Fg%2F11b5k7bdsm!19sChIJjcC5dozO5zsRHkFGr0xsfD0?authuser=0&hl=en&rclk=1,restaurants in Mumbai,2025-06-27T01:57:05.560571,18.9940532,72.8241298
Kangan," International Business Park, The Westin Mumbai Garden City, International Business Park, Oberoi Garden City, 35-A, Aba Karmarkar Rd, Yashodham, Goregaon, Mumbai, Maharashtra 400063",090046 61082,https://www.marriott.com/en-us/dining/restaurant-bar/bomwi-the-westin-mumbai-garden-city/5974872-kangan.mi,4.3,1267,North Indian restaurant,,"·₹2,000+",https://www.google.com/maps/place/Kangan/data=!4m7!3m6!1s0x3be7b7a8ffdc7ea9:0x80adeef1e97cfe47!8m2!3d19.1728698!4d72.860506!16s%2Fg%2F1hc3f96rd!19sChIJqX7c_6i35zsRR_586fHurYA?authuser=0&hl=en&rclk=1,restaurants in Mumbai,2025-06-27T01:59:13.151770,19.1728698,72.860506
MAZZEH The Taste," shop 1, Agboat House, 170/182, Sardar Vallabhbhai Patel Rd, Umerkhadi, Mumbai, Maharashtra 400009",091521 10110,https://swiggy.onelink.me/BVRZ?af_dp=swiggydiners://details/652715?source=GoogleReserve&af_ios_url=https://www.swiggy.com/restaurants/mazzeh-the-taste-mohammad-ali-road-chowpatty-fort-mumbai-652715/dineout?is_retargeting=true&media_source=GoogleReserve&utm_campaign=GoogleMap&utm_source=GoogleReserve&af_android_url=https://www.swiggy.com/restaurants/mazzeh-the-taste-mohammad-ali-road-chowpatty-fort-mumbai-652715/dineout?is_retargeting=true&media_source=GoogleReserve&utm_campaign=GoogleMap&utm_source=GoogleReserve&af_web_dp=https://www.swiggy.com/restaurants/mazzeh-the-taste-mohammad-ali-road-chowpatty-fort-mumbai-652715/dineout?is_retargeting=true&media_source=GoogleReserve&utm_campaign=GoogleMap&utm_source=GoogleReserve,4.3,21,Continental restaurant,,,https://www.google.com/maps/place/MAZZEH+The+Taste/data=!4m7!3m6!1s0x3be7cf5e36a18bd5:0x41fd2589a025012e!8m2!3d18.9581625!4d72.8352586!16s%2Fg%2F11sbpypqyw!19sChIJ1YuhNl7P5zsRLgEloIkl_UE?authuser=0&hl=en&rclk=1,restaurants in Mumbai,2025-06-27T02:01:21.141767,18.9581625,72.8352586
Hotel Grant House," police station, next to Haj House, near m.r.a.marg, Chhatrapati Shivaji Terminus Area, Fort, Mumbai, Maharashtra 400001",,https://swiggy.onelink.me/BVRZ?af_dp=swiggydiners://details/838458?source=GoogleReserve&af_ios_url=https://www.swiggy.com/restaurants/hotel-grant-house-cst-area-andheri-west-mumbai-838458/dineout?is_retargeting=true&media_source=GoogleReserve&utm_campaign=GoogleMap&utm_source=GoogleReserve&af_android_url=https://www.swiggy.com/restaurants/hotel-grant-house-cst-area-andheri-west-mumbai-838458/dineout?is_retargeting=true&media_source=GoogleReserve&utm_campaign=GoogleMap&utm_source=GoogleReserve&af_web_dp=https://www.swiggy.com/restaurants/hotel-grant-house-cst-area-andheri-west-mumbai-838458/dineout?is_retargeting=true&media_source=GoogleReserve&utm_campaign=GoogleMap&utm_source=GoogleReserve,4.4,3835,Seafood restaurant,,·₹200–400,https://www.google.com/maps/place/Hotel+Grant+House/data=!4m7!3m6!1s0x3be7d1d9715c8b01:0xe832b5f810aff109!8m2!3d18.9456772!4d72.8350954!16s%2Fg%2F1wf371v2!19sChIJAYtccdnR5zsRCfGvEPi1Mug?authuser=0&hl=en&rclk=1,restaurants in Mumbai,2025-06-27T02:05:29.200079,18.9456772,72.8350954
All in 1 - Pure Jain Restaurant," Charni Road East, Opera House, Girgaon, Mumbai, Maharashtra 400004",090048 94358,http://www.allin1purejain.in/,3.9,394,Gujarati restaurant,,,https://www.google.com/maps/place/All+in+1+-+Pure+Jain+Restaurant/data=!4m7!3m6!1s0x3be7cfc305fcdc1f:0xdbbe0ec6013504f7!8m2!3d18.9568849!4d72.8163715!16s%2Fg%2F11rcsqx7gm!19sChIJH9z8BcPP5zsR9wQ1AcYOvts?authuser=0&hl=en&rclk=1,restaurants in Mumbai,2025-06-27T02:08:05.738839,18.9568849,72.8163715
Thai Naam," F-1, 1st Floor, Bay 99 Campus, Chhatrapti Shivaji International Airport, Thai Naam, IA Project Rd, near Jw Marriott Sahar, Andheri, Mumbai, Maharashtra 400099",074173 00300,https://www.swiggy.com/city/mumbai/asian-kitchen-by-thai-naam-chhatrapati-marol-sakinaka-rest791901?utm_source=GooglePlaceOrder&utm_campaign=GoogleMap&is_retargeting=true&media_source=GooglePlaceOrder,4.1,2138,Restaurant,,,https://www.google.com/maps/place/Thai+Naam/data=!4m7!3m6!1s0x3be7c977ee137e75:0x29ec63fb152fa01b!8m2!3d19.1020432!4d72.8785014!16s%2Fg%2F11j7xhct3l!19sChIJdX4T7nfJ5zsRG6AvFftj7Ck?authuser=0&hl=en&rclk=1,restaurants in Mumbai,2025-06-27T02:09:42.241927,19.1020432,72.8785014
Oh! Calcutta," Hotel Rosewood, Ground floor, Tulsiwadi Path, opposite Mahindra Heights, Mumbai, Maharashtra 400034",083569 05158,http://www.speciality.co.in/,3.8,290,Bengali restaurant,,·₹₹₹,https://www.google.com/maps/place/Oh!+Calcutta/data=!4m7!3m6!1s0x3be7ce71d23b1fd1:0xc186c36c9096777c!8m2!3d18.972523!4d72.815496!16s%2Fg%2F11bycjtpc3!19sChIJ0R870nHO5zsRfHeWkGzDhsE?authuser=0&hl=en&rclk=1,restaurants in Mumbai,2025-06-27T02:11:49.386827,18.972523,72.815496
Mezzo Mezzo," Jw Marriott, Juhu Tara Rd, Uditi Tarang Housing Colony, Juhu Tara, Juhu, Mumbai, Maharashtra 400049",022 6693 3344,https://www.marriott.com/hotels/hotel-information/restaurant/bomjw-jw-marriott-mumbai-juhu/,4.7,578,Modern European restaurant,,"·₹2,000+",https://www.google.com/maps/place/Mezzo+Mezzo/data=!4m7!3m6!1s0x3be7c9e6c526da61:0x66126d158aaa5617!8m2!3d19.102374!4d72.825538!16s%2Fg%2F11jqbl7kxh!19sChIJYdomxebJ5zsRF1aqihVtEmY?authuser=0&hl=en&rclk=1,restaurants in Mumbai,2025-06-27T02:11:56.614372,19.102374,72.825538
Mahesh Lunch Home," 8-B, Life Insurance Building, Ground Floor, Cawasji Patel Rd, near Mumbai, Fort, Mumbai, Maharashtra 400001",096194 86810,https://www.google.co.in/intl/en/about/products?tab=lh,4.7,10,Seafood restaurant,,·₹₹₹,https://www.google.com/maps/place/Mahesh+Lunch+Home/data=!4m7!3m6!1s0x3be7d1dc9f291335:0xa98b317ad41f9352!8m2!3d18.9340556!4d72.8336977!16s%2Fg%2F11b5wj3vx0!19sChIJNRMpn9zR5zsRUpMf1Hoxi6k?authuser=0&hl=en&rclk=1,restaurants in Mumbai,2025-06-27T02:12:04.277314,18.9340556,72.8336977
Faham Restaurant & lounge," Ground Floor, Satkar Hotel Lane, 23, Sadguru Sadan, Masjid Station Street, Mumbai, Maharashtra 400009",098334 70650,https://www.facebook.com/Faham-Restaurant-Lounge-873913665983438/,4.3,,Arab restaurant,,·₹₹,https://www.google.com/maps/place/Faham+Restaurant+%26+lounge/data=!4m7!3m6!1s0x3be7ce24cf139ef1:0x4ea70c0dbffd258a!8m2!3d18.954059!4d72.83579!16s%2Fg%2F1tdg67wy!19sChIJ8Z4TzyTO5zsRiiX9vw0Mp04?authuser=0&hl=en&rclk=1,restaurants in Mumbai,2025-06-27T02:12:41.555080,18.954059,72.83579
Navam Dining," 1st Floor, Hotel Anupam Residancy, 247, VP Rd, near H.N, Prathna Samaj, Ambewadi, Girgaon, Mumbai, Maharashtra 400004",093728 14589,http://www.navamdining.com/,4.6,43,Gujarati restaurant,,·₹400–600,https://www.google.com/maps/place/Navam+Dining/data=!4m7!3m6!1s0x3be7cfdd0a234f2f:0x2a735be9e5f42c7c!8m2!3d18.9569364!4d72.8203188!16s%2Fg%2F11v14l1dg_!19sChIJL08jCt3P5zsRfCz05elbcyo?authuser=0&hl=en&rclk=1,restaurants in Mumbai,2025-06-27T02:15:49.243978,18.9569364,72.8203188
Mumbai Darbar," XRCV+85H, Nidhi house,Chirag Building, Mathar Pakhadi Rd, near Mazgaon, Thakkar Estate, Byculla, Mumbai, Maharashtra 400010",022 2378 6700,https://www.swiggy.com/city/mumbai/mumbai-darbar-mahatarpakhadi-road-byculla-rest230789?utm_source=GooglePlaceOrder&utm_campaign=GoogleMap&is_retargeting=true&media_source=GooglePlaceOrder,3.7,2359,North Indian restaurant,,·₹₹,https://www.google.com/maps/place/Mumbai+Darbar/data=!4m7!3m6!1s0x3be7ce488db90e85:0x496c19a574c0cc11!8m2!3d18.9700987!4d72.8409659!16s%2Fg%2F1ptw3269v!19sChIJhQ65jUjO5zsREczAdKUZbEk?authuser=0&hl=en&rclk=1,restaurants in Mumbai,2025-06-27T02:15:56.948923,18.9700987,72.8409659
Americano," 121/123 Radha Bhavan, Nagindas Master Rd, Kala Ghoda, Fort, Mumbai, Maharashtra 400001",093211 04682,http://americanobombay.com/,4.7,3272,Italian restaurant,,"·₹2,000+",https://www.google.com/maps/place/Americano/data=!4m7!3m6!1s0x3be7d10696e478ed:0x23466f98316a0d4e!8m2!3d18.9290078!4d72.8326453!16s%2Fg%2F11h0ggfvbd!19sChIJ7XjklgbR5zsRTg1qMZhvRiM?authuser=0&hl=en&rclk=1,restaurants in Mumbai,2025-06-27T02:16:32.998750,18.9290078,72.8326453
Project Hum," 16, Gasper Enclave, St John St, Bandra West, Mumbai, Maharashtra 400050",091378 83053,https://www.swiggy.com/city/mumbai/project-hum-bandra-west-bandra-west-rest622283?utm_source=GooglePlaceOrder&utm_campaign=GoogleMap&is_retargeting=true&media_source=GooglePlaceOrder,4.1,640,Health food restaurant,,·₹400–800,https://www.google.com/maps/place/Project+Hum/data=!4m7!3m6!1s0x3be7c989c21ee12f:0x80501282ca7ce57c!8m2!3d19.0616867!4d72.828888!16s%2Fg%2F11t7cvlskw!19sChIJL-EewonJ5zsRfOV8yoISUIA?authuser=0&hl=en&rclk=1,restaurants in Mumbai,2025-06-27T02:16:40.002318,19.0616867,72.828888
Paramount Restaurant," Ground Floor, Jariwala Building, S.V.P, Sardar Vallabhbhai Patel Rd, Ajmer, Null Bazar, Mandvi, Mumbai, Maharashtra 400003",022 2346 2117,https://paramountrestaurant.myfoodiv.com/,3.8,437,North Indian restaurant,,·₹200–400,https://www.google.com/maps/place/Paramount+Restaurant/data=!4m7!3m6!1s0x3be7ce3db0d33807:0x1685897cb8e42c19!8m2!3d18.9580382!4d72.8303051!16s%2Fg%2F11ckr5zkd4!19sChIJBzjTsD3O5zsRGSzkuHyJhRY?authuser=0&hl=en&rclk=1,restaurants in Mumbai,2025-06-27T02:17:16.875981,18.9580382,72.8303051
